"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.percentA","Input.percentB","Input.prizeA","Input.prizeB","Answer.Choice","Approve","Reject"
"3G5RUKN2EB27Z7ALTKE13U9ZL1MN9K","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:53 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:53 GMT 2014","","","30OG32W0SUBRGNZVRXZPKS5UQIMNE6","AM7FYVGVOEP66","Submitted","Sat May 24 18:30:58 GMT 2014","Sat May 24 18:31:03 GMT 2014","Sat May 24 19:31:03 PDT 2014","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","98","10","102","1000","A"
"3G5RUKN2EB27Z7ALTKE13U9ZL1MN9K","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:53 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:53 GMT 2014","","","3137ONMDKG5L6VI94TMUU8WXP6ZGEQ","A1T79J0XQXDDGC","Submitted","Sat May 24 18:30:28 GMT 2014","Sat May 24 18:30:34 GMT 2014","Sat May 24 19:30:34 PDT 2014","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","98","10","102","1000","A"
"3G5RUKN2EB27Z7ALTKE13U9ZL1MN9K","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:53 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:53 GMT 2014","","","378XPAWRUCDWC97SECKBJ1JMJ4VAIJ","AIQB7XXL5K2FR","Submitted","Sat May 24 18:40:51 GMT 2014","Sat May 24 18:43:04 GMT 2014","Sat May 24 19:43:04 PDT 2014","","","","133","0% (0/0)","0% (0/0)","0% (0/0)","98","10","102","1000","A"
"3G5RUKN2EB27Z7ALTKE13U9ZL1MN9K","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:53 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:53 GMT 2014","","","37KGEN7NJ3QVGZ0YGQSSIT9T44PPPP","A2QD7QFGCUNF5N","Submitted","Sat May 24 18:28:33 GMT 2014","Sat May 24 18:28:38 GMT 2014","Sat May 24 19:28:38 PDT 2014","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","98","10","102","1000","B"
"3G5RUKN2EB27Z7ALTKE13U9ZL1MN9K","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:53 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:53 GMT 2014","","","3EQHHY4HQSSLACPGTSTRQEQKCD15GF","AZLBBA4KM3OAT","Submitted","Sat May 24 18:36:09 GMT 2014","Sat May 24 18:36:12 GMT 2014","Sat May 24 19:36:12 PDT 2014","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","98","10","102","1000","B"
"3G5RUKN2EB27Z7ALTKE13U9ZL1MN9K","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:53 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:53 GMT 2014","","","3FTYUGLFSULIYSFPR2SJKTNNZLMD5E","A147F5PJTHOB8A","Submitted","Sat May 24 18:40:46 GMT 2014","Sat May 24 18:45:00 GMT 2014","Sat May 24 19:45:00 PDT 2014","","","","254","0% (0/0)","0% (0/0)","0% (0/0)","98","10","102","1000","A"
"3G5RUKN2EB27Z7ALTKE13U9ZL1MN9K","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:53 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:53 GMT 2014","","","3GM6G9ZBKNXNNOWS5R9K6ZGVO2ZTM2","A3O81LHBBI8NPK","Submitted","Sat May 24 18:37:11 GMT 2014","Sat May 24 18:37:58 GMT 2014","Sat May 24 19:37:58 PDT 2014","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","98","10","102","1000","A"
"3G5RUKN2EB27Z7ALTKE13U9ZL1MN9K","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:53 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:53 GMT 2014","","","3K5TEWLKGVBG4XAQP7B7FOXZ4EVIVR","A2HESXT4DAGASU","Submitted","Sat May 24 18:33:48 GMT 2014","Sat May 24 18:33:52 GMT 2014","Sat May 24 19:33:52 PDT 2014","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","98","10","102","1000","A"
"3G5RUKN2EB27Z7ALTKE13U9ZL1MN9K","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:53 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:53 GMT 2014","","","3NJM2BJS4W6CMARUBL6MYTAM5LAPCB","A1LD0QIDVO016U","Submitted","Sat May 24 18:41:44 GMT 2014","Sat May 24 18:41:50 GMT 2014","Sat May 24 19:41:50 PDT 2014","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","98","10","102","1000","A"
"3EQVJH0T4ZKY9QXOOSO5PADFTWGHT5","3XYCBL6ZTCVD5RP99ZMODH3LP152SE","Which prize do your prefer?","We are investigating how we should design a prize pool in a new game.","data collection","$0.05","Sat May 24 18:21:58 GMT 2014","10","BatchId:1544907;","3600","28800","Sat May 31 18:21:58 GMT 2014","","","3D4CH1LGEAT4BZRSWI682UVMY9KG9H","A3760PCQD2MPIO","Submitted","Sat May 24 18:34:23 GMT 2014","Sat May 24 18:34:33 GMT 2014","Sat May 24 19:34:33 PDT 2014","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","70","90","143","111","B"
